,Age,Income,Loyalty_Score,Prior_Purchases,Avg_Spend,Recency,Browsing_Time,Clicks_On_Promo,Purchase_Frequency,High_Value_Customer,Engagement_Score,Gender_Male,Promotion_Type_Discount,Promotion_Type_FlashSale,Promotion_Type_LoyaltyPoints,Channel_Email,Channel_In_store,Channel_SMS,Time_of_Day_Evening,Time_of_Day_Morning,Will_Buy
406,64,84789.94309972541,81,3,414.1606265390672,23,2.646498284645635,4,1.2551994235531592,1,63,1,0,0,1,1,1,0,0,1,0
407,39,55899.76759091558,54,10,419.2815168802376,47,17.962226846495874,1,1.060720563287516,1,89,0,0,0,0,1,0,0,0,0,0
408,40,52880.73674735047,36,5,137.83721642416648,3,20.628769747836504,2,4.087319127835516,1,62,0,0,0,1,1,1,0,0,0,0
409,19,45363.25303696248,97,4,114.48319614392048,39,6.687598758501606,2,2.730886828971597,1,85,1,1,1,0,0,1,0,0,1,0
410,44,52003.11357173423,1,4,61.71329741771071,39,11.88399016703058,1,3.340445615819516,0,9,1,0,0,0,0,0,0,0,0,0
411,59,47712.95245429184,15,7,156.668679013406,17,17.99525208014523,1,1.9906306114639825,0,24,1,0,0,0,0,0,0,0,0,0
412,19,60621.630150328856,77,3,398.3857212714461,22,11.285761545763515,0,2.9916278873029825,1,32,0,0,0,1,0,0,1,0,0,0
413,43,64350.53475191876,17,6,158.0172884438674,52,11.31093674543605,1,1.659060646356637,0,3,1,0,0,0,1,1,0,1,0,0
414,34,38210.15809238076,24,2,378.0964776176943,27,4.079290511266642,2,1.8861632371770567,0,33,1,1,1,1,1,1,0,0,0,0
415,57,30031.50569663333,58,4,163.3587194153397,56,28.228327020022213,3,3.4350707496502983,0,43,1,0,0,0,0,1,0,1,1,0
416,50,22456.919403450556,72,4,227.88162407780223,16,22.539782096403385,2,1.176575566636536,0,12,1,0,0,1,0,0,0,0,0,0
417,26,57619.86990368816,91,4,492.42303046013376,16,0.13717882209645,5,3.277498366253578,1,93,0,0,0,0,1,0,0,0,0,0
418,60,33449.50090739189,23,8,160.16527907786102,40,22.99183719226274,1,4.335056673904073,0,85,1,1,1,0,0,0,0,1,1,0
419,65,17706.64110571276,46,5,219.36678228422045,3,22.219870280469976,1,1.0419045178134607,0,98,0,0,1,0,0,0,0,0,1,0
420,56,55828.67906796446,72,8,185.48923120934612,52,0.3909557086501375,1,4.538575762564905,1,97,0,0,1,0,1,0,1,0,1,0
421,46,87394.99276149186,8,5,99.33124384850105,47,11.15116849865156,3,0.8575055613450274,0,32,1,0,0,0,0,0,0,1,0,0
422,59,49908.9363269016,59,7,270.4523639588712,33,18.241755940733366,2,2.0700915213014284,1,20,1,0,0,0,0,0,0,0,0,0
423,43,62577.36161677463,90,8,220.410798499851,42,13.637244490555272,0,3.2472919185709754,1,67,0,1,1,1,0,0,1,1,1,1
424,52,51227.44037821348,59,3,362.699188613276,2,23.361784949743168,2,3.017366420533416,1,68,1,0,1,0,0,0,0,0,0,0
425,67,48516.65520213286,13,4,417.9175461281958,39,12.821204145769576,2,0.9337598262249506,0,17,0,0,0,0,0,1,0,0,0,0
426,42,63786.14724481653,39,6,294.91237152303734,46,4.700502786669727,1,4.09510925503634,1,81,0,0,1,0,0,0,0,1,1,0
427,41,45645.88183717023,28,4,64.48838993930158,48,29.294827165787478,0,4.879189819153638,0,19,1,1,1,0,0,1,0,0,0,0
428,30,54010.88471107854,89,4,328.5150603056248,27,7.336995784003792,1,1.3155273013269655,1,4,1,0,0,0,0,0,0,0,1,0
429,24,54825.467092940205,61,6,74.92582850942264,15,21.55900008518584,3,4.528089364169583,1,93,1,1,0,1,1,0,0,0,1,0
430,53,39978.64319535427,16,2,327.3603456195612,7,4.380373718755751,1,3.0056424895028773,0,17,0,0,0,0,0,0,0,0,1,0
431,62,64880.63524304784,2,4,358.2634771711348,45,9.937477152139586,5,4.711701970603973,1,64,0,1,1,1,0,0,0,1,1,1
432,37,47375.60364956887,82,2,138.9954324278833,57,13.31662549206967,2,1.292386812875425,0,22,1,1,0,0,0,0,0,1,0,0
433,18,38663.82260760733,17,8,418.705766924797,42,5.84773693535921,3,4.06409626930741,1,66,1,0,1,1,0,1,1,1,1,0
434,25,58047.64765355605,30,7,459.9883092083219,9,13.553791333421422,2,0.7690170895039901,1,42,0,0,0,0,0,0,1,0,1,0
435,63,36522.98027313444,13,2,415.8891338512189,41,4.799168407453324,0,4.474384010612269,0,76,0,0,0,0,0,0,0,1,0,0
436,33,50422.717360536924,96,5,187.29913559543695,6,16.814295515678115,1,3.5337173998983515,1,45,1,1,0,0,1,0,1,0,1,0
437,31,49863.21505033695,93,6,313.9893556005355,56,19.9450262503538,1,2.1661465276509357,1,11,0,0,1,1,1,0,0,1,1,0
438,29,66288.43348747367,94,7,461.6668171360525,57,1.9667850924375216,3,1.3571007057403257,1,53,1,0,0,0,0,0,1,1,1,0
439,68,57120.47349319929,82,7,194.2991268002825,12,26.146850420356827,4,4.174398943552422,1,60,0,0,0,0,0,0,0,0,1,0
440,40,49624.595618822845,13,7,419.0125200194413,30,5.635712462756861,2,3.214585946276652,1,29,1,0,1,0,0,0,1,1,0,0
441,32,62266.494488004304,43,6,54.26380906776343,55,6.838336517077681,3,2.121871338266006,0,20,1,0,0,1,0,0,1,1,0,0
442,45,70853.1132352597,85,5,51.64101625310432,20,19.874360218483584,0,2.497261211611323,1,5,0,1,1,0,1,0,0,1,0,0
443,51,58367.154595277934,94,5,391.87024715253534,20,14.11565670698898,0,4.219441952325695,1,25,0,1,0,0,0,0,0,1,0,0
444,19,50155.28929765071,21,8,392.6514119572045,54,15.031928415214862,1,2.025172370105905,0,34,1,0,0,1,1,0,1,1,0,0
445,49,30322.45651474761,55,7,405.03973453353217,46,3.931834038437667,2,0.9033470514946792,0,12,1,0,0,1,1,0,0,1,0,0
446,40,34023.29505386941,81,4,468.51207704967305,27,24.191501074104607,2,4.600769774915627,1,28,1,0,1,1,0,1,0,1,1,0
447,39,45421.629434679984,40,5,103.0578403191279,20,18.54992195851588,2,2.243046828461156,0,98,1,1,0,1,0,0,0,0,0,0
448,68,40857.31696761075,83,8,154.39324324265976,59,4.147923094952734,2,2.0677438000184605,0,6,0,0,1,0,0,0,0,1,0,0
449,42,47195.43045521831,15,5,456.6762141682134,7,11.28258107406532,0,1.4197982849417272,0,19,1,0,0,0,0,0,0,0,0,0
450,39,50849.74887345661,73,2,129.75628899755907,40,24.3312569887774,2,4.538401570527555,1,12,0,0,0,0,1,1,0,1,1,0
451,39,57945.39131535096,52,3,357.0031704094628,40,17.093815874999958,1,1.4787740015952524,1,25,0,1,0,1,0,1,0,1,1,0
452,66,48942.51832911364,74,7,288.7083500183669,30,3.348598496074621,0,3.3650279060062265,1,13,1,0,1,1,0,0,1,0,1,0
453,69,57297.52465739303,95,3,87.43715458317826,8,11.246033669099672,1,4.463442552236463,1,81,0,0,0,1,1,0,0,1,0,0
454,59,50967.1162221518,53,8,178.36864787368978,2,7.356562513826463,1,0.6571112657144783,0,76,0,0,0,0,0,0,0,1,0,0
455,23,20368.00150469193,87,1,284.1674973984356,14,15.572220054246417,0,4.2295626738508805,1,3,1,0,1,0,0,0,0,0,1,0
456,32,35909.96909271869,52,5,433.55755250772535,10,25.31649775327249,2,2.347697397603985,1,24,1,0,0,0,0,0,1,0,0,0
457,60,47838.686664175766,30,3,368.3923203266032,50,13.144387330652153,2,3.4608855886934533,0,8,1,0,0,0,0,0,0,0,1,0
458,54,31854.578857383385,33,5,329.8474226547199,18,13.05692670801286,2,2.175820534514993,0,90,1,0,0,0,0,0,1,1,0,0
459,50,58998.93094994307,57,5,273.21480047363667,18,27.16999197957841,2,3.629823153563722,1,45,1,1,0,1,0,0,0,0,0,0
460,25,72961.26248515546,52,2,184.40779271636043,16,17.327943833967446,0,1.6443271155096462,0,72,0,0,0,0,0,1,0,1,0,0
461,61,68281.42777545974,9,7,103.66021009366752,52,17.029113513182466,3,0.5986874409592833,0,96,1,0,1,0,0,0,0,0,1,0
462,61,46798.35693604688,54,2,234.084215554743,5,7.931105767074142,0,4.765043816545791,1,96,1,0,0,0,0,0,0,0,0,0
463,22,72360.89205274929,1,4,62.83332226008166,52,18.27091016033008,2,0.5736549381803725,0,1,0,0,0,1,1,0,1,0,0,0
464,56,52230.01185803167,44,5,144.97515017008277,31,17.319722975780152,0,4.208446803350782,0,3,1,0,1,0,0,1,0,0,0,0
465,21,44943.71043322941,99,4,244.6175191426969,37,11.965858963221732,4,1.2611191699511322,1,65,1,1,0,1,0,0,0,0,0,0
466,23,40798.96004688591,75,4,238.3723335523618,20,29.721797420385496,0,2.264991028709125,1,15,1,0,1,0,1,0,1,0,1,0
467,62,45462.95470267808,98,5,69.93294394864658,23,26.468539851947792,5,4.201215694277251,1,50,0,1,0,0,1,1,0,1,0,0
468,49,44177.34772188157,80,4,315.0770690863811,32,22.512630073296783,4,1.426694676405554,1,20,1,1,0,0,1,0,0,0,0,0
469,69,52556.24333563232,9,4,297.3579151339563,42,16.166633093548715,0,4.395684224862661,0,3,1,0,0,1,0,0,1,1,0,0
470,47,52408.60971574797,32,5,85.14693680941078,17,13.915588076649444,0,2.739915225958556,0,61,1,1,0,0,0,0,0,0,0,0
471,64,50045.69030230122,15,7,474.4233736071977,13,5.62843211717366,2,2.147690582227745,1,15,1,0,0,1,0,1,1,0,0,0
472,52,56554.072546195246,12,6,94.72225052788706,49,9.241550473037249,3,3.480969860313513,0,59,1,0,0,0,1,1,1,0,0,0
473,57,67859.69412179512,97,6,434.6753680568012,50,23.241427914713984,1,2.0362537489143087,1,54,0,1,0,0,0,1,0,1,1,0
474,69,64243.312031619855,78,8,50.139379361752674,13,13.667093722732789,1,2.0627976154836065,1,60,1,0,0,0,0,1,0,0,1,0
475,33,27726.53047325145,57,5,447.0264927704224,17,26.47985854542809,2,3.800868759222365,1,37,1,0,0,0,0,0,0,0,0,0
476,30,11691.182976470678,8,2,58.87387949194065,15,4.52254297673131,4,1.8942450104259851,0,21,1,0,0,0,0,1,0,1,1,0
477,67,64014.79866858911,72,4,391.0154143514522,26,15.29957817080773,1,1.4034769175949129,1,23,1,0,0,0,0,0,1,1,1,0
478,59,29496.819523768685,27,6,212.7608650851138,44,19.444273952237133,1,4.134407575984574,0,99,1,0,0,1,1,1,0,0,0,0
479,47,46628.51897160975,62,3,382.197560061344,28,15.553768843606983,0,4.124169651772543,1,18,0,1,0,0,1,0,0,1,0,0
480,36,32448.304609109608,12,3,230.78534244124032,42,26.68788405839112,1,2.739135666680912,0,17,0,0,1,0,0,1,0,1,1,0
481,34,22970.293436299704,65,5,81.90856504932879,45,29.68794212669128,0,2.869950272733298,0,31,1,1,0,0,1,0,0,1,1,0
482,36,58121.94092307182,42,5,395.37801292791386,30,3.5634562844069557,1,3.6323448159543736,1,64,1,0,0,0,0,0,0,0,0,0
483,45,61387.327404539705,62,6,82.06370839461424,43,3.985651631899938,2,2.7917343129309504,0,48,0,0,0,0,0,0,1,0,0,0
484,43,41352.34398909921,11,2,464.95419618254806,35,3.996690995447621,3,2.3766798153615465,0,26,0,0,0,1,0,0,0,1,0,0
485,54,11134.365617826348,43,6,72.93831610624761,22,20.467195172508774,1,4.977023869835356,0,22,0,0,1,0,0,0,1,0,0,0
486,43,41806.33327621276,95,4,265.6963749971819,10,11.243015255325552,4,1.164381925336515,1,45,1,0,0,1,0,1,0,1,1,0
487,40,55877.0600810382,17,3,375.36549388285806,11,22.02610837185059,3,3.167275906579373,1,36,0,1,0,0,0,0,0,0,1,0
488,26,27816.32646838807,97,4,226.960909156417,38,12.223597039320662,2,4.486383617340471,1,64,1,0,0,0,1,1,0,0,1,0
489,29,52750.39879668733,32,2,147.7550635665956,33,18.865440967828704,1,3.5924676853150164,0,35,1,0,1,0,1,1,1,1,0,0
490,18,49770.35226240507,93,6,391.59093262821216,6,23.11875436979892,3,4.464154845897073,1,75,0,0,1,0,0,0,0,0,0,0
491,18,58689.37249401632,85,8,402.9326171549269,37,16.491655728582128,3,2.0135062415960268,1,91,1,0,0,0,0,0,1,0,1,0
492,64,51793.705526212296,85,5,465.21274277946526,7,16.23115735445518,2,1.7239683931710763,1,98,1,0,0,0,0,0,1,1,0,0
493,51,35403.96588677667,40,6,219.27429969398497,54,2.7382063260404705,1,4.330725741059471,0,82,0,0,1,1,0,0,1,0,1,0
494,49,67948.57252496737,23,5,277.81328052379706,44,12.3823741129921,2,2.2735155928345723,0,27,1,1,0,1,0,0,0,1,1,0
495,65,47622.05640459545,56,5,213.4077992807324,12,16.418736881425634,2,3.693570453757901,1,68,0,1,0,0,0,0,0,0,1,0
496,42,49590.43190735102,6,6,165.6868198331157,7,13.913226687425658,4,1.1648686028635142,0,17,0,0,1,1,0,0,0,0,1,0
497,57,36000.98061390206,86,4,387.9648326919239,2,27.033381805633923,1,3.901271564195037,1,70,0,0,0,0,0,0,0,0,1,0
498,62,43350.76623212735,50,4,202.84333025763,1,27.205265900372734,0,2.970421920611912,1,11,1,0,0,0,0,0,1,1,0,0
499,18,36727.95928959649,37,5,242.6672488965584,23,24.675329679603976,7,1.708752379597074,1,5,0,1,0,1,1,0,1,0,1,0
500,33,47405.809101148654,64,5,231.6531459308125,25,11.321412453656286,1,2.725267837815073,1,58,0,1,1,0,1,1,1,0,0,0
501,56,75675.62720213515,54,4,370.6975515410357,18,21.547244635457275,2,3.636246316278666,1,82,1,1,0,1,0,0,0,1,1,0
502,22,29421.482856029656,72,4,463.0080317498059,44,11.919124985981332,1,0.5534888398132265,1,57,0,0,1,0,0,0,0,1,0,0
503,39,25796.579031848883,49,7,350.0402275883198,7,7.054548609375194,7,3.368601764663582,1,89,1,0,0,0,1,0,0,1,0,0
504,46,72067.55491240413,99,5,262.2121682424047,51,10.35278904217136,1,2.937158502229735,1,74,1,0,1,0,0,1,0,0,1,0
505,20,46860.14484272201,11,4,400.6423016324976,54,2.221842535237511,4,1.4912877548602967,0,80,0,1,1,1,0,0,1,0,1,0
506,29,39963.90892010125,88,3,338.4370958549619,3,10.02014751923895,0,3.888414832892885,1,74,0,1,0,0,0,0,1,1,1,0
507,43,65598.57031094114,49,9,77.27466070301607,29,13.87619229610903,1,1.865574430849405,0,74,1,0,0,0,0,0,0,1,0,0
508,33,40915.76690394704,21,6,93.04861388847874,10,28.668878753946817,3,1.7458741919595415,0,85,0,1,0,0,0,1,0,1,1,0
509,68,77390.14570320403,66,6,67.062624833135,59,9.470976527966783,5,2.620482570496952,1,14,1,1,0,0,0,1,0,1,0,0
510,54,60168.88807008904,63,4,255.56734679284392,59,27.083360822245066,3,3.542673552900641,1,72,0,0,0,0,0,0,0,1,0,0
511,39,42681.32887781446,83,7,421.63404545253417,43,6.942862447122561,1,4.679806891443144,1,1,1,1,1,1,1,1,0,0,1,1
512,46,82359.62319898256,28,6,190.8874262081084,5,5.809970043001557,1,1.1361075940944678,0,16,0,0,0,1,0,0,0,1,1,0
513,31,40914.27615494993,17,6,222.87208239161677,34,15.61796414732173,3,2.2841065433828014,0,26,0,0,0,1,0,0,0,1,0,0
514,45,61131.4305801396,6,2,459.2646987655508,8,20.20808994199244,1,0.8014531663068347,0,49,1,0,0,1,0,0,1,1,0,0
515,22,54489.38870609738,19,6,426.6065503924947,14,1.4255342989882147,3,3.913478363622841,1,42,0,0,0,1,0,0,0,1,1,0
516,64,69526.11934098197,56,4,349.271650572152,40,6.709869364911778,2,2.5147980035661237,1,70,0,1,0,1,0,1,1,0,1,0
517,66,73422.66795090279,28,7,170.0617019415131,55,13.72494162838936,0,3.681181108346833,0,66,1,0,1,0,0,1,0,1,0,0
518,47,50480.0622359865,66,8,102.66866720979957,6,9.997029645897126,0,1.9498749078932929,0,53,1,0,0,0,0,0,1,0,1,0
519,63,38698.73194480725,38,6,57.226470206051175,1,21.407370272514825,2,4.299427586328456,0,9,1,0,1,1,0,0,1,0,1,0
520,69,56899.58214408674,37,3,98.1548026719894,56,15.383701821635372,3,2.906726352080516,0,69,0,0,1,0,1,0,0,0,0,0
521,22,39834.26945371841,68,4,181.66839963077425,33,4.894737257556615,1,4.746235198206448,0,40,0,0,1,1,1,0,0,1,0,0
522,29,80200.80871289935,86,5,298.3055286107731,40,26.844514841521207,2,0.8546658761481538,1,56,1,0,0,0,0,1,0,1,0,0
523,33,52048.02996624106,90,3,78.8000372385741,11,8.85787969695245,1,2.8142457104393346,1,5,1,0,0,1,0,1,0,1,1,0
524,43,44520.17673031837,49,5,111.30250024330206,50,21.960820158036263,1,3.949048606989644,0,56,0,1,0,0,1,0,0,0,0,0
525,43,52770.204587973625,43,8,131.48631603857348,24,23.419481795251755,1,3.200686916331266,1,72,1,1,0,0,0,0,0,0,1,0
526,65,29793.10565705455,36,8,334.39194184248777,10,28.898415237657453,3,0.6043736319207924,1,5,1,0,1,0,1,1,1,1,1,0
527,38,35425.789422340225,58,5,327.105409541056,44,15.00537324907063,1,4.875524052547464,1,69,1,1,0,0,0,0,0,0,1,0
528,56,68006.20861916638,13,5,297.84457686746885,52,18.51348191238652,4,1.8421866188415428,0,52,0,1,0,1,0,1,0,0,0,0
529,53,40146.58581542906,52,8,162.72564111317283,23,10.112801175038058,3,1.6217503986487192,0,81,0,0,0,0,0,0,0,1,0,0
530,50,34296.3352597709,58,5,217.0038610484294,16,20.37756087302079,4,2.685469440229608,1,73,1,0,0,1,1,0,1,0,1,0
531,47,58049.79128790929,32,4,93.51037235198436,37,13.95516622740296,2,2.93971148385507,0,98,0,1,0,0,0,0,0,0,1,0
532,54,67785.56231994496,81,3,151.9072716911247,16,13.185805705260224,1,3.948296619154214,1,33,0,0,0,1,1,0,0,0,0,0
533,40,60784.299659976,60,7,453.9673519126612,56,25.678479120571552,1,2.269731459465451,1,22,1,0,1,0,1,0,1,1,0,0
534,27,64940.715287087245,83,4,490.8612858961228,44,1.600048420610791,2,2.4798216940799547,1,85,0,1,0,0,0,0,0,1,1,0
535,22,38648.073671458085,58,4,341.44681353813263,31,26.470676592172868,2,2.9073196217022392,1,15,1,0,0,0,0,1,0,1,0,0
536,53,28672.839998872343,99,5,462.5704814105391,6,25.57688815107385,2,2.274741948837383,1,65,0,1,0,1,0,0,0,1,1,0
537,51,72520.0047793323,56,3,339.2338551806413,30,15.240350981497492,4,4.615466355955202,1,71,1,0,0,0,0,0,0,0,0,0
538,69,45159.802417367966,28,5,64.93841874746144,37,14.757065340748284,1,4.330633849854134,0,23,1,0,0,0,1,1,0,1,1,0
539,48,46237.50475317429,1,4,498.54316324388407,1,10.918040304261156,2,2.5473816278504526,1,6,1,0,1,0,0,1,1,0,0,0
540,27,69922.91212773586,42,6,94.5285357589407,51,29.825796371283857,1,0.5008768805179271,0,84,0,0,0,0,0,0,0,0,1,0
541,36,58343.4501410099,82,5,357.18881065027733,42,3.4239630493398523,1,4.554205229881763,1,58,1,1,0,1,0,1,0,0,0,0
542,49,56838.31658122411,48,5,163.77629138365552,25,17.74743554529535,3,1.0595145804775936,0,26,0,0,1,0,1,1,0,1,0,0
543,18,82475.03517351625,40,2,226.3915008081321,46,20.48227954436127,1,1.600305868373208,0,12,1,1,1,0,0,0,0,1,0,0
544,22,40347.22654429785,97,5,340.6703831604222,57,28.03646724568664,4,1.185625779644292,1,77,0,0,0,1,1,0,0,0,1,0
545,62,63917.60192121856,63,3,246.41930718846817,21,23.42808455601717,2,1.309170064914607,1,77,1,0,0,0,1,0,1,0,0,0
546,21,50855.19687345627,76,3,162.7457265190077,35,19.35103136406525,0,4.112948920504256,1,2,1,1,1,1,1,0,1,1,0,1
547,33,54028.88418294885,72,5,200.50078409524613,38,3.592688272682468,5,3.107756487496659,1,32,0,0,0,0,0,0,0,0,1,0
548,41,72927.02639618798,88,4,203.69665261542931,5,11.274632153260876,3,4.8024282340640685,1,50,1,1,0,1,0,0,0,1,0,0
549,33,57617.53634434436,80,3,481.69575702869616,49,4.251365112184758,2,1.541540805456724,1,95,1,0,0,0,0,1,0,0,0,0
550,19,58074.441185744494,4,4,409.375857165553,50,26.44826070071886,0,2.685357086590553,0,61,0,1,0,1,0,0,1,0,1,0
551,66,66087.61005964704,38,2,256.34694716573006,12,22.51367255135293,0,4.898427660871115,1,11,0,0,0,0,1,0,0,0,1,0
552,45,44525.70905685672,27,6,139.91941415361384,5,22.75034992523716,4,4.218995814236464,1,68,1,1,0,0,0,1,0,0,0,0
553,49,37411.85498991491,9,7,414.9572496181952,9,19.60246988142897,1,3.77877055604221,1,34,1,1,0,0,0,0,1,1,1,0
554,44,34327.862089684495,16,3,120.73211222376808,44,15.260601754407618,1,1.3503884061685638,0,80,0,0,1,0,0,0,0,1,0,0
555,37,20504.65115935997,56,5,144.70799771390153,52,4.584134677958565,1,3.9623243040937215,0,95,1,0,0,0,0,0,0,0,0,0
556,41,80843.10694910484,76,4,214.706026328068,9,9.957877112481048,4,2.06404305168163,1,89,1,0,0,0,0,0,0,1,0,0
557,29,33451.87451417475,31,6,446.1566881333956,35,4.193782195059027,1,2.8874160367104094,0,8,0,0,0,1,0,1,0,1,0,0
558,67,46681.19564621342,88,6,109.3040008853496,1,21.774902971285066,6,3.2412254586779308,1,8,1,0,1,0,0,0,1,0,0,0
559,52,45847.80050166619,14,2,105.00538678453674,54,4.8908404030579495,3,3.242136701859143,0,98,1,0,0,0,0,1,0,0,0,0
560,50,54611.10046713651,25,2,272.2887447373697,47,21.0931951501334,0,3.769355623610824,0,15,0,0,1,0,0,0,0,1,0,0
561,50,62236.05818808945,34,5,174.3847434921536,10,20.798436148917556,1,3.4776594168899253,1,5,1,0,0,0,0,1,0,0,0,0
562,68,62907.10232539618,67,2,305.92757374167195,46,13.833203921839536,3,0.8076689568976543,1,19,1,1,0,0,0,0,1,0,0,0
563,60,41253.83842146592,24,7,253.23650810745056,39,4.143336758129763,2,2.558061616770982,0,74,1,1,1,1,1,0,1,1,0,0
564,54,47493.17429320383,73,4,245.7315978580476,36,9.512544701407696,2,3.4880972302399065,1,9,1,1,1,1,1,1,0,1,0,1
565,29,54238.69925732449,26,5,100.38783671914696,58,9.670783961358987,2,1.831968419745779,0,57,1,0,0,0,0,0,0,0,0,0
566,20,46269.6331072468,20,7,113.47236061242808,37,21.041515480984472,1,1.9087550924737533,0,54,0,0,0,0,0,0,0,0,1,0
567,18,74110.18364029989,64,5,419.4853598510825,52,3.5009162804703573,1,1.06055396489577,1,29,1,0,0,0,0,0,0,0,1,0
568,50,57364.62427457377,10,7,448.647231907285,48,24.889152521861117,2,2.383767436886849,1,19,1,1,0,0,1,0,0,0,1,0
569,57,61023.16679074726,83,1,155.6075897983626,35,22.85411797655883,1,4.940736954377786,1,77,0,0,0,0,1,1,0,0,1,0
570,27,59943.21903001119,67,3,101.05722568614608,17,5.67057685341079,2,1.783937125796168,0,46,1,0,0,1,0,1,1,0,0,0
571,60,67602.10786227987,24,4,74.03750237052978,13,21.603015015188795,2,2.891466017087441,0,80,1,0,1,0,1,0,0,0,1,0
572,61,52715.3233805556,5,9,323.73392618385355,6,20.08854412588787,2,3.84456763750588,1,62,1,0,1,1,0,1,0,1,1,0
573,46,30547.5207806623,67,4,371.9089456250925,58,22.468811923316697,2,0.560737718979218,1,94,0,0,0,0,0,0,1,0,0,0
574,30,55995.31927628962,58,5,217.7644951414425,37,5.748963807915964,3,4.5519780181923455,1,60,1,0,0,0,1,0,0,0,1,0
575,29,40229.64659312257,27,6,355.85414037078783,48,4.811950632478411,1,2.239475831262223,0,5,0,0,1,1,0,0,0,0,0,0
576,48,42070.74977375365,80,6,370.83146700178673,32,7.170871179090351,6,4.41102194019942,1,33,0,0,0,0,0,0,0,0,0,0
577,63,58795.4602813264,15,3,470.9040266286074,11,11.039563924154372,2,0.6752644650476511,1,83,1,0,0,0,1,0,0,0,0,0
578,19,68574.24607150453,35,3,79.19313702579826,17,23.83058293297045,1,1.1554859833865414,0,55,0,0,0,0,0,0,1,0,1,0
579,68,50319.073651040926,76,5,136.53127545398593,5,22.163925730617613,0,1.9513825451490163,1,19,0,1,0,0,1,1,0,0,1,0
580,67,54632.49518898446,53,7,80.83669441864467,6,27.77100260912814,2,2.0545779787847542,1,17,0,0,0,0,0,0,0,0,1,0
581,52,75533.22416952858,44,6,440.59727000124974,10,1.853023817048602,1,4.315074003626075,1,88,0,0,1,0,0,0,1,1,0,0
582,40,53611.29769232853,26,6,406.66422201510585,53,0.4455328023241494,1,0.5504050192470584,0,92,1,1,0,0,0,0,0,0,1,0
583,34,89025.24671270592,47,4,308.5889317798276,33,21.004251008053892,1,3.3850029941135578,1,42,1,1,0,1,0,0,0,0,0,0
584,43,58482.64468447316,34,7,87.64853452303242,30,8.450696124245553,1,1.0909059628034763,0,22,1,0,0,0,1,0,0,0,0,0
585,25,23588.55861266273,87,4,172.99056139417382,21,10.088958976461145,2,4.2044704281997225,1,39,1,0,1,0,1,0,1,1,1,0
586,46,61300.12431656799,95,8,183.9739316263326,42,16.449380574843914,0,4.003579696810606,1,80,0,1,1,0,0,0,0,1,0,0
587,43,55717.37577324166,50,5,302.3344382069377,17,3.1621523814912758,1,2.749644623350403,1,99,1,0,0,0,0,0,0,0,0,0
588,27,69346.29131124119,84,5,166.11975231652195,27,19.316563054786688,3,1.4570925148056884,1,27,1,1,1,0,1,1,0,0,0,0
589,43,60097.72026904937,12,4,82.83193876082967,3,9.82190864231139,1,3.3552292593450037,0,76,0,0,0,0,1,1,1,0,0,0
590,51,47923.16024024339,87,5,378.8430358339848,29,19.01818221659965,2,1.2031624294594054,1,46,1,1,0,0,1,0,1,0,0,0
591,68,31635.526455659518,4,2,184.58609524493508,2,25.036806700894235,1,1.3551070666669405,0,28,0,0,0,0,0,0,0,0,0,0
592,58,46864.65114070962,87,3,253.56837966048528,29,5.216228866789146,0,3.320104560014109,1,52,1,1,0,1,0,0,1,0,0,0
593,24,37242.1931868605,48,7,107.4499857420374,49,27.93310547814416,3,4.96052800739881,1,65,1,0,0,1,1,1,1,0,0,0
594,21,41292.14825292916,55,5,411.1467365275609,36,15.967575417767067,1,4.509773767636458,1,39,1,1,0,0,1,0,0,0,0,0
595,67,58828.67606630914,1,6,304.4893446158259,34,27.695540178701656,7,3.168983109576547,1,18,0,0,0,0,0,0,0,0,1,0
596,62,75048.56756527109,89,7,455.7135317944383,37,6.311129457833165,3,2.9234154594534068,1,87,1,0,0,0,0,0,0,1,1,0
597,28,55920.07294734471,66,2,272.9622033794,42,18.176423671666704,0,4.992731960036489,1,22,1,0,0,0,0,1,0,0,1,0
598,46,32061.754069472237,30,7,473.64155231804585,1,12.17622480797578,3,2.9632871643525216,1,68,0,1,0,0,1,0,1,1,1,0
599,53,56669.040023302114,3,5,451.3406919715967,26,23.2492435155648,3,2.3905243488174976,1,11,1,0,0,1,1,0,0,0,0,0
600,42,67949.47229968477,21,5,309.40693540665524,1,18.21667740207756,3,4.592999910989036,1,82,1,0,0,0,1,0,0,0,1,0
601,38,40853.25643520927,89,7,470.2520471674385,59,14.88601216305372,0,1.553829331411797,1,64,0,0,1,1,0,0,0,1,1,0
602,53,47989.74249990624,84,6,195.3899362825485,58,27.39826365228716,0,0.9388669563356404,1,71,0,1,1,0,0,1,1,0,0,0
603,27,50220.32292093796,49,5,214.5389732168951,4,11.375800218733238,1,3.3534051546282364,1,85,1,0,0,0,1,1,0,0,0,0
604,54,38226.5253037664,86,0,70.46507808771662,39,6.677408126455626,2,0.9313233519593704,0,57,0,0,0,0,0,1,0,0,1,0
605,26,59724.20650765789,85,7,315.1404080437339,14,18.282225486877543,1,2.1791684162883205,1,35,0,1,0,1,0,0,1,0,0,0
606,41,48185.77777088327,62,5,374.86578646802,46,18.758450271467133,7,2.4060982351177422,1,37,0,1,1,0,0,0,1,0,1,0
